Date,Price
2021-01-05,211.479996
2021-01-06,211.000000
2021-01-07,211.979996
2021-01-08,215.869995
2021-01-11,214.229996
2021-01-12,211.600006
2021-01-13,212.089996
2021-01-14,208.500000
2021-01-15,209.910004
2021-01-19,209.089996
2021-01-20,213.630005
2021-01-21,213.529999
2021-01-22,213.380005
2021-01-25,213.339996
2021-01-26,215.380005
2021-01-27,207.000000
2021-01-28,206.820007
2021-01-29,207.839996
2021-02-01,207.929993
2021-02-02,209.759995
2021-02-03,208.710007
2021-02-04,211.029999
2021-02-05,212.580002
2021-02-08,211.580002
2021-02-09,215.979996
2021-02-10,214.399994
2021-02-11,214.270004
2021-02-12,213.899994
2021-02-16,215.029999
2021-02-17,213.449997
2021-02-18,215.429993
2021-02-19,212.240005
2021-02-22,212.059998
2021-02-23,211.320007
2021-02-24,213.270004
2021-02-25,210.949997
2021-02-26,206.139999
2021-03-01,208.250000
2021-03-02,208.669998
2021-03-03,205.820007
2021-03-04,204.839996
2021-03-05,207.369995
